Time_s,N_Numerical,N_Analytical,Error_Absolute,Error_Relative_Percent
1304884.0800,6.439709e+13,6.470406e+13,3.069674e+11,0.474417
1306535.8320,6.417391e+13,6.448020e+13,3.062916e+11,0.475017
1308187.5840,6.395150e+13,6.425711e+13,3.056169e+11,0.475616
1309839.3360,6.372986e+13,6.403480e+13,3.049432e+11,0.476215
1311491.0880,6.350899e+13,6.381326e+13,3.042705e+11,0.476814
1313142.8400,6.328888e+13,6.359248e+13,3.035987e+11,0.477413
1314794.5920,6.306954e+13,6.337247e+13,3.029280e+11,0.478012
1316446.3440,6.285096e+13,6.315322e+13,3.022583e+11,0.478611
1318098.0960,6.263313e+13,6.293472e+13,3.015896e+11,0.479210
1319749.8480,6.241606e+13,6.271698e+13,3.009219e+11,0.479809
